run_id,input_path,exists,sha256,role,claim_boundary
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AN/final_decision.json,True,825585e963f7abd16c38f752bdc179e1099d198caa407ff9d36b3105ea1b5f0b,decision or receipt(결정 또는 영수증),research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AN/required_gate_coverage_audit.csv,True,908ca8075ddef11c86d8b3537c07a6b65c959def7524a79c0b12f4c8038e9751,supporting evidence(보조 근거),research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AN/run364AO_materialization_queue.csv,True,579889d6c7788fc6f2e416053acabfcf184b03014bb45a451a2b997af7fb5fba,parent materialization queue(부모 구체화 대기열),research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AN/surface_review.csv,True,98a250c46d68ec737c70bf055812a48172a15f86ce1b25a8482fef0e4fc2cec0,reviewed proxy surface(검토된 프록시 표면),research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AN/package_gate_audit.csv,True,232568ee926831164725cd7722e1651371aecc04b68f2048e23083466ed2c194,supporting evidence(보조 근거),research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AN/policy_failure_attribution.csv,True,90a63ba8dfeb0bcad395dadd98f785fc0b603afae7415c8d3a0ad7665507bd40,supporting evidence(보조 근거),research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AN/selected_session_side_review.csv,True,620edd815fd9f1914082ef525aea96314147cef285968fcf70f0f10a1442138a,supporting evidence(보조 근거),research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AN/selected_month_side_review.csv,True,dbb5bd93075025ceddd00d9f9081d5b3a02caabbebc1feae08bd84309e077c94,loss cluster review input(손실 클러스터 검토 입력),research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AN/positive_clues.csv,True,c94154dcf7372f02cd233483e32863b5d909695cfacd95152f196271869d7f57,supporting evidence(보조 근거),research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AN/failure_memory.csv,True,479488b3d2c55a1871d50718db9cd21ac5d1f540787679401cbc404569ea0f14,supporting evidence(보조 근거),research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364AN_pf_pass_density_restore_offensive_review.md,True,47ecd2aad9584b002d507f469b4bf2ed8bb276d9a48d45de8c4f65ce8d6eb29b,supporting evidence(보조 근거),research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AM/pf_pass_density_restore_proxy_scout_surface.csv,True,db8912d4129af3a6b4449b2b5abaf6c588c86d7af96e2db2b279b5d0e882dc03,parameter source surface(파라미터 원천 표면),research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AO_materialize_hold6_pf_dd_repair_offensive_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364AM/queue_replay_audit.csv,True,620e87120ba9b1537ce37f2444d779a40ed9d0d32c41dd6573f8a01a09f70f19,supporting evidence(보조 근거),research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
