run_id,input_path,exists,sha256,input_role,effect,claim_boundary
run364BL_materialize_h19_runtime_probe_stress_short_balance_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BK/final_decision.json,True,1401e3c96c6a4db16098a64d05f77a8eb93db2bc26f8ef3219c876896d50fe56,parent final decision(부모 최종 결정),BK runtime probe review(BK 런타임 탐침 검토)를 BL materialization(BL 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BL_materialize_h19_runtime_probe_stress_short_balance_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BK/required_gate_coverage_audit.csv,True,51066ff66cc5d695e01d22bedb040818cd9f107f81d26394c2a4ea533ff35152,supporting evidence(보조 근거),BK runtime probe review(BK 런타임 탐침 검토)를 BL materialization(BL 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BL_materialize_h19_runtime_probe_stress_short_balance_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BK/run364BL_stress_short_balance_queue.csv,True,3a43ebb588e9c0d62fe6a33f2e9d56cf86f8a039543143821f9e9c313c8854c0,parent BL seed queue(부모 BL 씨앗 대기열),BK runtime probe review(BK 런타임 탐침 검토)를 BL materialization(BL 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BL_materialize_h19_runtime_probe_stress_short_balance_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BK/closed_trade_attribution.csv,True,dbb8c5145837873d0f76bde5b475b9c18aeb2e3f1124484a74a7495527760a41,MT5 closed trade attribution(MT5 종료 거래 귀속),BK runtime probe review(BK 런타임 탐침 검토)를 BL materialization(BL 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BL_materialize_h19_runtime_probe_stress_short_balance_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BK/monthly_attribution.csv,True,6e34c274c9a629e8968b1bc290ef6026a9a8eb6cc0a6a2d1dd0361f53af03d61,performance attribution(성과 귀속),BK runtime probe review(BK 런타임 탐침 검토)를 BL materialization(BL 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BL_materialize_h19_runtime_probe_stress_short_balance_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BK/quarter_attribution.csv,True,712ca406586427a34ceac5be57b821f8979f084f46a433abf56b2172678f07e7,performance attribution(성과 귀속),BK runtime probe review(BK 런타임 탐침 검토)를 BL materialization(BL 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BL_materialize_h19_runtime_probe_stress_short_balance_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BK/entry_hour_attribution.csv,True,e422b5d8bab8fdb4dc1b9f210e128391cddf1fd93ef045cc246416b56e5d40b3,performance attribution(성과 귀속),BK runtime probe review(BK 런타임 탐침 검토)를 BL materialization(BL 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BL_materialize_h19_runtime_probe_stress_short_balance_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BK/side_attribution.csv,True,9c09e33742aeeabba069d797303a3074d1196fa2847327b997049eaea5eb81b3,performance attribution(성과 귀속),BK runtime probe review(BK 런타임 탐침 검토)를 BL materialization(BL 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BL_materialize_h19_runtime_probe_stress_short_balance_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BK/hold_bucket_attribution.csv,True,94d06fb19d0502a88ac9646c3c03e0494d9b665c19d3f856ca25d307d3af7554,performance attribution(성과 귀속),BK runtime probe review(BK 런타임 탐침 검토)를 BL materialization(BL 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BL_materialize_h19_runtime_probe_stress_short_balance_inputs_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BK/equity_drawdown_review.csv,True,454a487d527add62a379c9fc9a10d8c4784a8d9fbd3a80280d4fe1e0ad0ff2bf,runtime stress evidence(런타임 압박 근거),BK runtime probe review(BK 런타임 탐침 검토)를 BL materialization(BL 물질화) 입력으로 고정한다.,research_development_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
